Applicant_ID,Sex,Employment_Gaps,College_Club,Resume_Keywords,Education_Level,Years_Experience,Skills,Position_Level,Certifications,Programming_Languages,Project_Count,GPA,Hired
56,Male,1,Fraternity,innovated,PhD,12.0,customer service,Mid,PMP,JavaScript,8.0,3.63,1
853,Female,0,Student Council,innovated,Master's,5.0,system architecture,Mid,Certified Scrum Master,Java,7.0,4.0,1
766,Male,0,Fraternity,organized,Bachelor's,2.0,software engineering,Senior,Certified Scrum Master,Python,8.0,3.24,0
83,Male,0,Fraternity,achieved,Bachelor's,7.0,customer service,Mid,PMP,SQL,7.0,3.21,0
485,Male,0,Fraternity,achieved,Master's,4.0,machine learning,Mid,AWS Certified,Python,6.0,2.44,0
363,Male,0,Coding Society,led,Master's,9.0,software engineering,Senior,PMP,Python,5.0,3.69,1
979,Female,0,Student Council,helped,Bachelor's,5.0,customer service,Senior,Google Analytics Certified,Java,0.0,3.6,0
500,Male,2,Community Service,achieved,Master's,1.0,project management,Entry,AWS Certified,C++,2.0,2.49,0
99,Male,0,Community Service,innovated,Bachelor's,4.0,machine learning,Entry,Google Analytics Certified,JavaScript,1.0,4.0,0
722,Male,0,Tech Club,innovated,Master's,6.0,software engineering,Senior,Certified Scrum Master,C++,5.0,4.0,1
344,Male,0,Coding Society,led,Bachelor's,5.0,system architecture,Entry,PMP,Java,0.0,2.94,0
731,Male,0,Fraternity,innovated,Bachelor's,7.0,system architecture,Entry,Certified Scrum Master,Java,3.0,3.52,0
403,Male,0,Tech Club,achieved,PhD,8.0,machine learning,Senior,Certified Scrum Master,C++,1.0,4.0,1
225,Male,0,Fraternity,strategic,Bachelor's,8.0,software engineering,Senior,Certified Scrum Master,Python,11.0,3.06,1
190,Male,0,Coding Society,innovated,Master's,12.0,software engineering,Senior,Certified Scrum Master,Python,2.0,3.87,1
21,Male,0,Coding Society,organized,Bachelor's,10.0,software engineering,Mid,AWS Certified,JavaScript,11.0,3.42,1
735,Male,0,Tech Club,helped,Bachelor's,5.0,system architecture,Mid,Certified Scrum Master,Python,4.0,3.61,0
123,Male,0,Community Service,organized,Bachelor's,4.0,machine learning,Mid,PMP,Python,6.0,2.61,0
219,Male,0,Coding Society,support,Master's,6.0,data analysis,Mid,Certified Scrum Master,Python,5.0,2.63,0
120,Male,0,Tech Club,support,Bachelor's,7.0,system architecture,Mid,AWS Certified,Python,8.0,3.48,1
891,Female,1,Tech Club,collaborative,Master's,5.0,software engineering,Senior,AWS Certified,Python,8.0,4.0,1
150,Male,0,Community Service,collaborative,Bachelor's,8.0,software engineering,Entry,Certified Scrum Master,SQL,0.0,3.87,1
800,Male,1,Tech Club,strategic,Master's,6.0,system architecture,Mid,Certified Scrum Master,JavaScript,5.0,3.33,1
634,Male,0,Community Service,strategic,Bachelor's,6.0,software engineering,Senior,Google Analytics Certified,Python,4.0,3.42,0
935,Female,0,Community Service,helped,Bachelor's,5.0,system architecture,Entry,PMP,JavaScript,6.0,3.89,0
532,Male,2,Coding Society,collaborative,Master's,7.0,project management,Entry,PMP,JavaScript,5.0,2.83,0
908,Female,0,Women in Tech,collaborative,Bachelor's,3.0,software engineering,Entry,AWS Certified,Python,0.0,3.77,0
129,Male,0,Fraternity,support,PhD,6.0,software engineering,Entry,PMP,C++,3.0,3.36,0
292,Male,0,Tech Club,led,Master's,6.0,machine learning,Entry,PMP,Java,0.0,4.0,1
418,Male,0,Tech Club,strategic,Master's,8.0,software engineering,Mid,AWS Certified,Python,5.0,3.66,1
578,Male,1,Coding Society,innovated,Bachelor's,7.0,machine learning,Senior,Google Analytics Certified,Python,5.0,3.31,0
136,Male,0,Tech Club,support,Master's,8.0,system architecture,Entry,Google Analytics Certified,Java,19.0,4.0,1
861,Female,1,Student Council,organized,Master's,3.0,software engineering,Mid,AWS Certified,C++,14.0,2.87,0
912,Female,0,Student Council,strategic,Bachelor's,8.0,customer service,Mid,Certified Scrum Master,Python,5.0,3.63,1
794,Male,0,Coding Society,led,Master's,4.0,system architecture,Entry,Certified Scrum Master,SQL,6.0,3.25,0
902,Female,0,Tech Club,helped,Bachelor's,4.0,machine learning,Mid,PMP,Java,3.0,2.58,0
716,Male,1,Student Council,led,Bachelor's,3.0,software engineering,Senior,Google Analytics Certified,JavaScript,2.0,4.0,0
474,Male,1,Fraternity,innovated,Master's,5.0,machine learning,Mid,PMP,SQL,0.0,3.41,0
36,Male,1,Coding Society,led,Bachelor's,5.0,machine learning,Entry,PMP,C++,7.0,3.49,0
910,Female,0,Coding Society,collaborative,Bachelor's,6.0,project management,Senior,Google Analytics Certified,JavaScript,6.0,4.0,0
765,Male,0,Tech Club,strategic,Bachelor's,6.0,data analysis,Entry,Google Analytics Certified,C++,10.0,3.96,0
905,Female,0,Community Service,support,Master's,2.0,machine learning,Senior,AWS Certified,JavaScript,8.0,2.77,0
375,Male,0,Tech Club,innovated,Master's,7.0,system architecture,Senior,Certified Scrum Master,JavaScript,8.0,2.94,1
234,Male,0,Tech Club,support,Bachelor's,5.0,system architecture,Entry,AWS Certified,SQL,3.0,3.82,0
45,Male,0,Community Service,support,Master's,8.0,system architecture,Entry,Google Analytics Certified,Python,0.0,2.75,1
458,Male,0,Coding Society,innovated,Master's,9.0,software engineering,Entry,None,Java,8.0,3.79,1
117,Male,1,Tech Club,achieved,Master's,4.0,data analysis,Senior,PMP,C++,1.0,3.2,0
808,Female,2,Coding Society,innovated,Bachelor's,6.0,system architecture,Entry,PMP,Python,1.0,3.34,0
720,Male,0,Tech Club,strategic,Bachelor's,8.0,software engineering,Mid,Certified Scrum Master,C++,4.0,3.85,1
92,Male,0,Coding Society,organized,PhD,1.0,system architecture,Mid,PMP,C++,6.0,3.58,0
509,Male,1,Coding Society,collaborative,Master's,9.0,machine learning,Entry,PMP,Python,6.0,3.66,1
875,Female,0,Community Service,helped,Bachelor's,2.0,machine learning,Senior,Certified Scrum Master,C++,11.0,3.45,0
258,Male,0,Fraternity,achieved,Bachelor's,7.0,machine learning,Entry,AWS Certified,JavaScript,9.0,3.6,0
797,Male,1,Coding Society,strategic,Master's,5.0,data analysis,Senior,PMP,Python,3.0,3.87,0
382,Male,0,Fraternity,support,Bachelor's,7.0,system architecture,Senior,Certified Scrum Master,Python,8.0,4.0,0
119,Male,1,Fraternity,strategic,Bachelor's,11.0,software engineering,Mid,Certified Scrum Master,C++,4.0,3.81,1
273,Male,1,Community Service,achieved,Master's,8.0,software engineering,Entry,Google Analytics Certified,C++,2.0,2.37,1
209,Male,0,Fraternity,led,Bachelor's,5.0,machine learning,Mid,Google Analytics Certified,Python,1.0,3.28,0
490,Male,1,Fraternity,led,Bachelor's,8.0,machine learning,Mid,PMP,Python,11.0,2.59,1
182,Male,0,Fraternity,led,Bachelor's,12.0,customer service,Entry,PMP,Java,7.0,3.01,1
40,Male,0,Fraternity,led,Master's,1.0,software engineering,Mid,Certified Scrum Master,Python,0.0,3.67,0
989,Female,0,Women in Tech,helped,Bachelor's,6.0,machine learning,Senior,Google Analytics Certified,Python,9.0,4.0,0
806,Female,1,Student Council,organized,PhD,7.0,machine learning,Mid,Certified Scrum Master,C++,5.0,3.77,1
116,Male,1,Coding Society,strategic,Master's,9.0,system architecture,Senior,Certified Scrum Master,Python,5.0,3.97,1
973,Female,1,Women in Tech,helped,Bachelor's,4.0,machine learning,Entry,AWS Certified,JavaScript,1.0,3.27,0
227,Male,2,Fraternity,led,Bachelor's,10.0,machine learning,Mid,PMP,Python,5.0,3.74,1
789,Male,0,Tech Club,organized,Bachelor's,9.0,system architecture,Senior,AWS Certified,JavaScript,5.0,4.0,1
210,Male,0,Student Council,helped,Master's,8.0,system architecture,Senior,AWS Certified,Python,7.0,3.62,1
714,Male,0,Fraternity,led,Master's,7.0,customer service,Mid,AWS Certified,C++,10.0,3.83,1
369,Male,0,Tech Club,led,Bachelor's,6.0,machine learning,Mid,PMP,C++,1.0,3.33,1
51,Male,2,Community Service,achieved,Bachelor's,10.0,project management,Mid,Certified Scrum Master,Python,7.0,3.47,1
115,Male,0,Coding Society,innovated,Bachelor's,10.0,system architecture,Mid,PMP,Python,3.0,3.64,1
685,Male,1,Tech Club,led,Master's,10.0,system architecture,Entry,PMP,JavaScript,11.0,4.0,1
419,Male,0,Fraternity,strategic,Bachelor's,5.0,software engineering,Mid,Google Analytics Certified,Python,13.0,3.43,0
453,Male,0,Community Service,achieved,Master's,7.0,machine learning,Senior,AWS Certified,JavaScript,2.0,3.58,1
799,Male,0,Tech Club,organized,Bachelor's,7.0,system architecture,Senior,PMP,SQL,1.0,3.0,0
411,Male,0,Tech Club,innovated,Bachelor's,8.0,machine learning,Entry,Google Analytics Certified,Java,1.0,3.82,1
353,Male,0,Fraternity,innovated,PhD,11.0,system architecture,Entry,Certified Scrum Master,Python,9.0,3.53,1
444,Male,0,Fraternity,collaborative,PhD,5.0,software engineering,Senior,AWS Certified,C++,12.0,3.34,0
673,Male,0,Community Service,innovated,Master's,6.0,system architecture,Senior,Certified Scrum Master,C++,5.0,3.81,0
138,Male,0,Fraternity,innovated,Master's,4.0,data analysis,Senior,Certified Scrum Master,SQL,9.0,2.84,0
373,Male,0,Community Service,innovated,Bachelor's,11.0,software engineering,Mid,PMP,Python,1.0,3.71,1
898,Female,1,Coding Society,collaborative,Master's,6.0,customer service,Mid,Google Analytics Certified,Java,1.0,3.36,1
249,Male,2,Student Council,achieved,Master's,9.0,software engineering,Entry,Google Analytics Certified,Python,9.0,3.97,1
496,Male,0,Coding Society,achieved,Bachelor's,5.0,system architecture,Mid,Google Analytics Certified,Java,2.0,2.92,0
835,Female,0,Student Council,collaborative,Bachelor's,0.0,software engineering,Senior,AWS Certified,Python,2.0,3.5,0
955,Female,0,Student Council,organized,Bachelor's,10.0,software engineering,Mid,PMP,C++,2.0,2.54,1
555,Male,1,Tech Club,strategic,Bachelor's,8.0,software engineering,Entry,Certified Scrum Master,C++,15.0,3.65,1
206,Male,0,Community Service,helped,Master's,3.0,data analysis,Entry,PMP,C++,17.0,3.79,0
39,Male,0,Tech Club,led,Bachelor's,9.0,machine learning,Mid,AWS Certified,JavaScript,3.0,2.51,1
858,Female,0,Women in Tech,strategic,Master's,3.0,project management,Mid,PMP,JavaScript,5.0,4.0,0
290,Male,0,Tech Club,strategic,Bachelor's,5.0,system architecture,Mid,Certified Scrum Master,Python,2.0,3.4,0
194,Male,0,Coding Society,achieved,Bachelor's,6.0,software engineering,Entry,None,Python,4.0,4.0,0
215,Male,0,Coding Society,innovated,Bachelor's,11.0,system architecture,Mid,PMP,Python,10.0,3.38,1
96,Male,0,Tech Club,innovated,Master's,10.0,customer service,Mid,Google Analytics Certified,C++,8.0,4.0,1
972,Female,2,Student Council,innovated,Master's,10.0,software engineering,Mid,PMP,Java,9.0,3.7,1
843,Female,0,Women in Tech,organized,Bachelor's,2.0,software engineering,Entry,Google Analytics Certified,Python,6.0,3.24,0
12,Male,2,Student Council,strategic,Bachelor's,6.0,machine learning,Mid,AWS Certified,C++,11.0,3.92,0
27,Male,0,Community Service,innovated,PhD,5.0,software engineering,Senior,Google Analytics Certified,Python,17.0,3.58,0
432,Male,0,Coding Society,collaborative,PhD,6.0,system architecture,Senior,PMP,Python,8.0,3.38,0
486,Male,1,Fraternity,organized,Master's,7.0,customer service,Entry,Google Analytics Certified,Python,1.0,3.29,0
155,Male,2,Coding Society,strategic,Bachelor's,13.0,system architecture,Entry,Certified Scrum Master,JavaScript,2.0,3.12,1
549,Male,0,Tech Club,achieved,Bachelor's,5.0,software engineering,Mid,Certified Scrum Master,Python,0.0,3.42,0
527,Male,0,Fraternity,led,PhD,9.0,customer service,Senior,AWS Certified,Python,8.0,3.26,1
768,Male,1,Fraternity,led,Bachelor's,6.0,software engineering,Entry,Google Analytics Certified,Java,1.0,4.0,0
822,Female,0,Coding Society,collaborative,Bachelor's,2.0,system architecture,Mid,AWS Certified,JavaScript,0.0,3.09,0
159,Male,0,Community Service,achieved,Master's,7.0,software engineering,Senior,AWS Certified,C++,16.0,3.99,1
342,Male,0,Fraternity,strategic,Master's,6.0,machine learning,Senior,Google Analytics Certified,Python,15.0,3.39,0
798,Male,0,Tech Club,innovated,Bachelor's,5.0,data analysis,Senior,PMP,Python,4.0,4.0,0
480,Male,0,Fraternity,innovated,Bachelor's,8.0,system architecture,Entry,AWS Certified,Java,5.0,3.61,1
707,Male,0,Coding Society,strategic,Master's,6.0,project management,Mid,Certified Scrum Master,C++,4.0,2.24,0
508,Male,1,Coding Society,achieved,Bachelor's,3.0,project management,Entry,Google Analytics Certified,Python,3.0,3.84,0
526,Male,0,Fraternity,led,Bachelor's,11.0,data analysis,Senior,Google Analytics Certified,JavaScript,9.0,3.2,1
885,Female,1,Coding Society,led,Master's,0.0,data analysis,Mid,Certified Scrum Master,Java,8.0,3.03,0
203,Male,0,Tech Club,achieved,Bachelor's,4.0,software engineering,Senior,Certified Scrum Master,None,1.0,3.2,0
349,Male,0,Student Council,achieved,Bachelor's,8.0,software engineering,Senior,Certified Scrum Master,Java,10.0,3.89,1
16,Male,0,Student Council,achieved,Bachelor's,9.0,system architecture,Entry,AWS Certified,Java,4.0,2.84,1
683,Male,0,Coding Society,strategic,Master's,5.0,customer service,Mid,Certified Scrum Master,Java,7.0,4.0,1
552,Male,1,Coding Society,strategic,Bachelor's,7.0,software engineering,Mid,Certified Scrum Master,Java,1.0,3.57,1
294,Male,0,Coding Society,achieved,Master's,3.0,machine learning,Mid,Certified Scrum Master,C++,6.0,3.67,0
398,Male,0,Tech Club,strategic,Master's,7.0,machine learning,Entry,PMP,JavaScript,10.0,3.82,1
130,Male,0,Fraternity,achieved,Master's,6.0,system architecture,Mid,AWS Certified,Python,6.0,3.58,1
506,Male,0,Fraternity,strategic,Master's,8.0,software engineering,Entry,Certified Scrum Master,Python,4.0,3.67,1
173,Male,0,Coding Society,strategic,Bachelor's,10.0,system architecture,Mid,AWS Certified,SQL,15.0,4.0,1
107,Male,0,Fraternity,support,Master's,9.0,machine learning,Mid,AWS Certified,C++,4.0,2.97,1
407,Male,0,Community Service,led,Master's,10.0,software engineering,Entry,Google Analytics Certified,Python,4.0,2.92,1
1,Male,0,Tech Club,led,Master's,11.0,system architecture,Entry,PMP,JavaScript,10.0,2.79,1
771,Male,0,Fraternity,strategic,Master's,3.0,machine learning,Mid,Certified Scrum Master,Java,5.0,3.33,0
154,Male,0,Coding Society,collaborative,Bachelor's,8.0,system architecture,Mid,PMP,Python,2.0,4.0,1
207,Male,0,Coding Society,led,Master's,5.0,data analysis,Senior,PMP,Python,6.0,3.62,0
574,Male,0,Community Service,achieved,PhD,5.0,system architecture,Entry,PMP,Python,7.0,3.18,0
406,Male,1,Fraternity,innovated,Master's,11.0,data analysis,Mid,PMP,Python,2.0,3.27,1
513,Male,1,Student Council,achieved,PhD,10.0,software engineering,Mid,Certified Scrum Master,SQL,3.0,3.74,1
171,Male,0,Coding Society,innovated,Master's,4.0,machine learning,Senior,AWS Certified,Python,6.0,3.58,0
589,Male,0,Fraternity,led,Bachelor's,0.0,software engineering,Entry,Certified Scrum Master,SQL,5.0,2.94,0
792,Male,0,Coding Society,organized,Bachelor's,3.0,system architecture,Mid,PMP,Java,11.0,2.89,0
581,Male,0,Tech Club,strategic,Bachelor's,6.0,software engineering,Entry,AWS Certified,Python,11.0,3.67,0
244,Male,0,Community Service,organized,Master's,9.0,software engineering,Senior,Google Analytics Certified,JavaScript,13.0,3.34,1
941,Female,0,Tech Club,collaborative,Master's,5.0,customer service,Mid,Google Analytics Certified,C++,5.0,3.69,1
362,Male,0,Tech Club,achieved,Bachelor's,0.0,machine learning,Mid,PMP,JavaScript,3.0,3.16,0
489,Male,2,Fraternity,achieved,Bachelor's,8.0,software engineering,Entry,AWS Certified,C++,5.0,2.92,0
377,Male,1,Fraternity,led,Master's,13.0,software engineering,Entry,AWS Certified,C++,4.0,2.66,1
868,Female,0,Coding Society,helped,Master's,4.0,system architecture,Senior,Certified Scrum Master,SQL,1.0,2.92,0
980,Female,0,Student Council,organized,Bachelor's,6.0,software engineering,Senior,PMP,C++,10.0,2.24,0
346,Male,0,Fraternity,innovated,Master's,7.0,data analysis,Mid,PMP,Python,3.0,3.78,1
837,Female,2,Coding Society,organized,PhD,0.0,software engineering,Entry,Certified Scrum Master,SQL,2.0,3.62,0
655,Male,0,Tech Club,innovated,Bachelor's,4.0,customer service,Entry,PMP,C++,2.0,3.73,0
156,Male,0,Community Service,led,Master's,4.0,system architecture,Senior,AWS Certified,C++,5.0,2.42,0
918,Female,2,Community Service,organized,Bachelor's,5.0,machine learning,Mid,AWS Certified,Python,7.0,2.74,0
30,Male,0,Community Service,innovated,Master's,10.0,software engineering,Entry,AWS Certified,C++,7.0,3.69,1
231,Male,0,Community Service,innovated,Master's,10.0,system architecture,Mid,Certified Scrum Master,Java,3.0,3.82,1
992,Female,1,Coding Society,organized,Bachelor's,6.0,software engineering,Senior,PMP,Java,7.0,3.14,0
518,Male,1,Community Service,achieved,Bachelor's,7.0,software engineering,Entry,PMP,Java,6.0,3.18,0
360,Male,0,Coding Society,strategic,Master's,8.0,project management,Mid,PMP,Python,8.0,3.93,1
873,Female,1,Community Service,organized,Bachelor's,8.0,software engineering,Mid,PMP,JavaScript,9.0,2.99,1
630,Male,0,Fraternity,led,Master's,4.0,system architecture,Senior,PMP,JavaScript,9.0,3.48,0
525,Male,1,Fraternity,collaborative,Bachelor's,8.0,software engineering,Senior,Certified Scrum Master,Java,4.0,3.31,1
887,Female,1,Tech Club,support,PhD,8.0,project management,Mid,Certified Scrum Master,Java,5.0,3.81,1
125,Male,0,Coding Society,organized,Master's,1.0,system architecture,Mid,AWS Certified,SQL,5.0,3.12,0
645,Male,0,Tech Club,strategic,Master's,3.0,system architecture,Entry,AWS Certified,C++,2.0,3.62,0
4,Male,0,Coding Society,led,Master's,8.0,system architecture,Mid,AWS Certified,Python,0.0,3.37,1
807,Female,2,Community Service,helped,Bachelor's,3.0,software engineering,Entry,Certified Scrum Master,Python,4.0,4.0,0
7,Male,0,Coding Society,achieved,PhD,4.0,data analysis,Entry,PMP,C++,6.0,3.62,0
454,Male,1,Coding Society,led,Bachelor's,7.0,system architecture,Mid,None,JavaScript,1.0,4.0,1
823,Female,0,Community Service,helped,Master's,9.0,system architecture,Mid,PMP,Java,4.0,3.79,1
573,Male,0,Coding Society,led,Master's,10.0,machine learning,Senior,AWS Certified,SQL,2.0,3.78,1
341,Male,0,Fraternity,innovated,Master's,6.0,software engineering,Entry,PMP,JavaScript,4.0,2.4,0
712,Male,0,Tech Club,achieved,Master's,10.0,data analysis,Mid,Google Analytics Certified,Python,1.0,3.13,1
276,Male,0,Tech Club,innovated,Master's,7.0,data analysis,Senior,Certified Scrum Master,JavaScript,8.0,3.19,1
223,Male,0,Fraternity,strategic,Bachelor's,13.0,machine learning,Entry,Certified Scrum Master,JavaScript,2.0,4.0,1
72,Male,0,Tech Club,achieved,Master's,7.0,system architecture,Mid,PMP,Java,8.0,3.04,1
253,Male,1,Tech Club,innovated,Master's,5.0,software engineering,Mid,PMP,Java,1.0,3.45,1
996,Female,0,Community Service,organized,Bachelor's,3.0,project management,Entry,None,Python,3.0,3.92,0
457,Male,0,Coding Society,achieved,Master's,9.0,software engineering,Entry,Certified Scrum Master,JavaScript,0.0,2.91,1
85,Male,0,Student Council,achieved,Master's,2.0,software engineering,Entry,PMP,JavaScript,11.0,3.7,0
669,Male,0,Tech Club,innovated,Bachelor's,3.0,software engineering,Entry,Google Analytics Certified,Java,5.0,3.91,0
888,Female,0,Women in Tech,support,Master's,4.0,customer service,Mid,Certified Scrum Master,C++,5.0,3.67,0
198,Male,1,Student Council,support,Master's,7.0,customer service,Entry,Certified Scrum Master,Java,5.0,3.37,0
970,Female,0,Tech Club,support,Bachelor's,10.0,customer service,Mid,PMP,Python,7.0,2.57,1
395,Male,0,Fraternity,support,PhD,8.0,machine learning,Entry,Google Analytics Certified,C++,9.0,4.0,1
179,Male,1,Community Service,innovated,Master's,3.0,system architecture,Entry,PMP,Python,3.0,4.0,0
644,Male,0,Coding Society,innovated,Bachelor's,2.0,machine learning,Entry,None,C++,5.0,3.78,0
537,Male,1,Tech Club,innovated,Bachelor's,10.0,customer service,Entry,Certified Scrum Master,Python,8.0,3.46,1
447,Male,2,Coding Society,led,Master's,9.0,machine learning,Mid,PMP,Python,9.0,3.81,1
607,Male,0,Tech Club,strategic,Master's,8.0,data analysis,Mid,Certified Scrum Master,C++,4.0,3.39,1
957,Female,0,Community Service,helped,PhD,10.0,machine learning,Senior,Certified Scrum Master,JavaScript,4.0,3.81,1
626,Male,0,Coding Society,organized,Bachelor's,3.0,project management,Entry,Certified Scrum Master,C++,12.0,3.59,0
760,Male,0,Coding Society,strategic,Master's,9.0,data analysis,Senior,Google Analytics Certified,JavaScript,5.0,3.32,1
330,Male,0,Fraternity,strategic,Master's,9.0,system architecture,Entry,Google Analytics Certified,Python,3.0,2.92,1
715,Male,0,Tech Club,strategic,PhD,4.0,software engineering,Mid,Google Analytics Certified,Java,7.0,3.59,0
177,Male,0,Community Service,led,Master's,11.0,software engineering,Entry,Certified Scrum Master,C++,2.0,4.0,1
964,Female,0,Women in Tech,organized,Master's,5.0,project management,Senior,PMP,SQL,9.0,3.28,0
240,Male,0,Tech Club,led,Master's,11.0,software engineering,Entry,Google Analytics Certified,Java,7.0,4.0,1
774,Male,0,Student Council,achieved,Master's,12.0,software engineering,Senior,AWS Certified,JavaScript,12.0,2.66,1
351,Male,0,Community Service,innovated,Bachelor's,9.0,data analysis,Entry,Google Analytics Certified,None,13.0,3.32,1
428,Male,1,Student Council,organized,Master's,3.0,machine learning,Entry,Google Analytics Certified,Python,5.0,2.56,0
922,Female,0,Tech Club,helped,Bachelor's,4.0,customer service,Mid,None,C++,16.0,3.19,0
937,Female,0,Women in Tech,helped,Bachelor's,9.0,system architecture,Senior,PMP,C++,4.0,3.49,1
192,Male,1,Coding Society,helped,PhD,7.0,system architecture,Entry,PMP,Java,16.0,4.0,0
773,Male,0,Community Service,collaborative,Bachelor's,9.0,machine learning,Mid,Google Analytics Certified,Java,7.0,2.97,1
713,Male,0,Community Service,led,Master's,3.0,software engineering,Mid,PMP,Java,16.0,3.4,0
33,Male,0,Tech Club,achieved,Master's,6.0,machine learning,Senior,AWS Certified,JavaScript,5.0,3.57,1
599,Male,0,Tech Club,led,Bachelor's,7.0,system architecture,Entry,AWS Certified,C++,11.0,3.29,1
667,Male,0,Tech Club,strategic,Master's,5.0,machine learning,Mid,Google Analytics Certified,Python,2.0,3.17,0
791,Male,0,Tech Club,innovated,Bachelor's,6.0,system architecture,Senior,None,Python,11.0,2.87,0
347,Male,0,Fraternity,innovated,Bachelor's,5.0,system architecture,Senior,Certified Scrum Master,C++,5.0,3.78,0
460,Male,0,Coding Society,achieved,Master's,6.0,system architecture,Entry,Google Analytics Certified,JavaScript,5.0,3.27,0
66,Male,0,Coding Society,innovated,Bachelor's,9.0,software engineering,Mid,Google Analytics Certified,SQL,5.0,3.04,1
352,Male,1,Coding Society,helped,Bachelor's,5.0,software engineering,Entry,Certified Scrum Master,Python,6.0,4.0,0
786,Male,1,Community Service,led,Bachelor's,0.0,system architecture,Entry,AWS Certified,C++,9.0,3.33,0
650,Male,0,Coding Society,achieved,PhD,1.0,project management,Senior,Certified Scrum Master,JavaScript,15.0,4.0,0
389,Male,0,Student Council,innovated,Bachelor's,9.0,machine learning,Entry,AWS Certified,Python,8.0,3.48,1
246,Male,1,Coding Society,achieved,Bachelor's,7.0,system architecture,Senior,Certified Scrum Master,C++,15.0,3.13,0
68,Male,1,Tech Club,led,PhD,4.0,system architecture,Entry,PMP,Java,5.0,2.28,0
515,Male,0,Tech Club,innovated,Master's,4.0,machine learning,Mid,Certified Scrum Master,SQL,8.0,3.69,0
565,Male,0,Community Service,achieved,Bachelor's,2.0,machine learning,Entry,Google Analytics Certified,C++,13.0,4.0,0
675,Male,0,Community Service,support,Master's,10.0,machine learning,Entry,PMP,Python,0.0,3.35,1
110,Male,0,Tech Club,organized,Master's,6.0,system architecture,Entry,PMP,Java,4.0,3.65,1
844,Female,2,Community Service,organized,Bachelor's,5.0,software engineering,Entry,PMP,Python,2.0,3.71,0
427,Male,0,Tech Club,strategic,Master's,7.0,software engineering,Mid,Certified Scrum Master,Python,3.0,3.65,1
605,Male,0,Tech Club,strategic,Bachelor's,5.0,machine learning,Entry,AWS Certified,Java,7.0,3.06,0
777,Male,0,Coding Society,strategic,Master's,7.0,software engineering,Mid,Certified Scrum Master,JavaScript,2.0,3.43,1
466,Male,0,Tech Club,led,Master's,7.0,software engineering,Entry,Certified Scrum Master,Python,4.0,4.0,1
470,Male,2,Community Service,achieved,Bachelor's,9.0,system architecture,Entry,AWS Certified,JavaScript,8.0,2.81,0
629,Male,0,Tech Club,achieved,Master's,8.0,machine learning,Mid,AWS Certified,Python,4.0,3.81,1
616,Male,1,Coding Society,strategic,Bachelor's,5.0,machine learning,Entry,Certified Scrum Master,Java,11.0,3.7,0
984,Female,0,Women in Tech,organized,Bachelor's,10.0,project management,Entry,PMP,SQL,5.0,3.95,1
205,Male,0,Fraternity,innovated,Master's,2.0,machine learning,Mid,Google Analytics Certified,Java,14.0,3.5,0
699,Male,0,Student Council,innovated,PhD,3.0,system architecture,Mid,Google Analytics Certified,Python,11.0,3.42,0
939,Female,0,Women in Tech,organized,Bachelor's,7.0,project management,Entry,AWS Certified,SQL,1.0,3.35,0
361,Male,0,Student Council,strategic,Master's,11.0,data analysis,Mid,AWS Certified,C++,0.0,3.01,1
103,Male,0,Community Service,strategic,PhD,6.0,system architecture,Mid,PMP,C++,4.0,3.19,0
52,Male,0,Coding Society,achieved,Bachelor's,8.0,customer service,Entry,Certified Scrum Master,C++,4.0,3.05,0
907,Female,1,Student Council,organized,Master's,2.0,software engineering,Entry,Certified Scrum Master,Python,1.0,4.0,0
501,Male,0,Coding Society,collaborative,Bachelor's,7.0,project management,Entry,Certified Scrum Master,C++,7.0,3.07,0
841,Female,0,Women in Tech,collaborative,Master's,10.0,machine learning,Senior,Certified Scrum Master,Java,8.0,3.38,1
481,Male,0,Community Service,led,Bachelor's,7.0,data analysis,Mid,Google Analytics Certified,Java,6.0,3.81,1
603,Male,0,Tech Club,innovated,Bachelor's,8.0,machine learning,Mid,Certified Scrum Master,Python,9.0,3.78,1
990,Female,1,Community Service,organized,Master's,5.0,software engineering,Senior,None,C++,10.0,3.0,0
366,Male,0,Tech Club,strategic,Master's,12.0,system architecture,Mid,Certified Scrum Master,JavaScript,5.0,4.0,1
202,Male,0,Tech Club,strategic,Master's,4.0,system architecture,Entry,Certified Scrum Master,JavaScript,1.0,3.08,0
936,Female,0,Student Council,innovated,Master's,6.0,customer service,Mid,Certified Scrum Master,SQL,5.0,3.47,1
365,Male,1,Coding Society,achieved,PhD,4.0,system architecture,Senior,Google Analytics Certified,Python,9.0,4.0,0
42,Male,0,Community Service,achieved,PhD,8.0,data analysis,Mid,Google Analytics Certified,Python,1.0,3.66,1
921,Female,1,Community Service,collaborative,PhD,4.0,software engineering,Mid,AWS Certified,Python,3.0,3.25,0
985,Female,1,Coding Society,support,Master's,6.0,software engineering,Mid,Certified Scrum Master,Java,5.0,3.16,1
325,Male,2,Student Council,collaborative,Master's,6.0,system architecture,Mid,Certified Scrum Master,JavaScript,10.0,2.84,0
816,Female,0,Student Council,helped,Master's,5.0,data analysis,Mid,PMP,JavaScript,1.0,2.79,0
638,Male,0,Tech Club,innovated,Bachelor's,6.0,system architecture,Mid,Google Analytics Certified,SQL,7.0,3.67,1
269,Male,0,Coding Society,led,Master's,8.0,system architecture,Mid,AWS Certified,SQL,1.0,3.43,1
906,Female,1,Women in Tech,led,Bachelor's,6.0,customer service,Mid,PMP,Python,8.0,3.04,0
