Person Number,Sex,Race,Age,Undergraduate School Name,Undergraduate GPA,Undergraduate Major,Graduate School Name,Graduate GPA,Graduate Major,Activity1,Activity2,Activity3,Activity4,Activity5,Activity6,Activity7,Skill1,Skill2,Skill3,Skill4,Skill5,Is Employed
473,Male,White,60,University of California San Francisco,3.2,Electrical Engineering,,,,Varsity Men's Soccer,Fraternity 3,Engineers without Borders,Rocket Club,Hacking Club,Electric Vehicles Club,,Experimental Design,Microsoft Word,Microsoft Excel,Prototyping,,1,
474,Male,Unspecified,45,University of Cambridge,3.5,Physics,Cornell University,3.7,Computer Engineering,Varsity Football,Fraternity 3,Ultimate Frisbee,Tau Beta Pi,AIAA,IEEE,ASME,LaTeX,Presenting,CAD,Matlab,Coding,1,
475,Male,Asian,40,University of Illinois at Urbana–Champaign,3.4,Mathematics,,,,Fraternity 2,Varsity Men's Soccer,ASME,Student Government,Robotics Club,Habitat for Humanity,,C++,Microsoft Excel,Microsoft Word,Simulink,,1,
476,Male,Asian,22,Yale University,3.6,Aerospace Engineering,Weizmann Institute of Science,3.7,Physics,Fraternity 2,Varsity Men's Track & Field,Tau Beta Pi,Ultimate Frisbee,AIAA,IEEE,Rocket Club,Coding,Python,CAD,Communication,Experimental Design,1,
477,Male,Other,43,Stanford University,3.6,Mathematics,California Institute of Technology,3.7,Aerospace Engineering,Varsity Football,Varsity Hockey,Ultimate Frisbee,Electric Vehicles Club,Student Government,Economics Club,Robotics Club,Microsoft Word,CAD,Python,Communication,Coding,1,
478,Male,Hispanic,60,Columbia University,3.6,Computer Engineering,Columbia University,3.5,Electrical Engineering,Varsity Men's Soccer,Fraternity 2,Engineers without Borders,Aviation Club,Ultimate Frisbee,IEEE,Robotics Club,ROS,CAD,Simulation,Experimental Design,Microsoft Word,1,
479,Male,Black,36,University of Pennsylvania,3.5,Computer Engineering,Stanford University,3.6,Physics,Fraternity 3,Varsity Men's Soccer,Habitat for Humanity,Engineers without Borders,Aviation Club,Rocket Club,Student Government,ROS,Matlab,C++,Coding,Microsoft Word,1,
480,Male,White,56,Johns Hopkins University,3.6,Aerospace Engineering,Columbia University,3.5,Electrical Engineering,Fraternity 1,Varsity Hockey,Robotics Club,Rocket Club,Economics Club,Electric Vehicles Club,IEEE,Experimental Design,CAD,Simulation,ROS,Coding,1,
481,Male,White,29,Kyoto University,3.5,Physics,Weizmann Institute of Science,3.7,Electrical Engineering,Varsity Men's Track & Field,Varsity Football,Robotics Club,Ultimate Frisbee,Student Government,Rocket Club,Habitat for Humanity,Matlab,Microsoft Excel,Robotics,Simulation,Presenting,1,
482,Male,Black,49,Duke University,3.4,Aerospace Engineering,,,,Varsity Men's Track & Field,Fraternity 3,Tau Beta Pi,Aviation Club,ASME,Economics Club,,Math,Python,Microsoft Excel,Simulation,,1,
483,Male,Asian,58,Weizmann Institute of Science,3.5,Computer Engineering,,,,Fraternity 1,Varsity Men's Soccer,IEEE,Robotics Club,AIAA,Rocket Club,,ROS,Simulink,LaTeX,Microsoft Excel,,1,
484,Male,Asian,54,Rockefeller University,3.5,Electrical Engineering,,,,Fraternity 3,Varsity Hockey,Habitat for Humanity,IEEE,Electric Vehicles Club,Tau Beta Pi,,Coding,ROS,Microsoft Excel,Simulink,,1,
485,Male,White,57,Columbia University,3.7,Electrical Engineering,University of Tokyo,3.5,Mechanical Engineering,Varsity Men's Track & Field,Fraternity 1,Economics Club,Engineers without Borders,Hacking Club,Electric Vehicles Club,AIAA,Matlab,Communication,Presenting,CAD,C++,1,
486,Male,Other,58,Harvard University,3.5,Computer Engineering,Weizmann Institute of Science,3.5,Aerospace Engineering,Varsity Men's Track & Field,Fraternity 3,Aviation Club,ASME,Habitat for Humanity,Tau Beta Pi,Electric Vehicles Club,CAD,LaTeX,C++,Microsoft Excel,Simulation,1,
487,Male,Hispanic,53,Columbia University,3.7,Electrical Engineering,University of California Berkeley,3.5,Mechanical Engineering,Varsity Men's Soccer,Varsity Football,ASME,Rocket Club,IEEE,Economics Club,Student Government,C++,ROS,Robotics,Simulation,CAD,1,
488,Male,White,62,University of Tokyo,3.4,Mathematics,,,,Fraternity 2,Varsity Men's Track & Field,Habitat for Humanity,Economics Club,Aviation Club,Student Government,,Math,Presenting,C++,Microsoft Excel,,1,
489,Male,Unspecified,22,University of Tokyo,3.2,Electrical Engineering,,,,Fraternity 2,Fraternity 3,Economics Club,Electric Vehicles Club,Student Government,Tau Beta Pi,,Microsoft Word,Microsoft Excel,ROS,Prototyping,,1,
490,Male,Hispanic,41,University of Chicago,3.6,Electrical Engineering,University of California Los Angeles,3.6,Physics,Varsity Football,Fraternity 3,Economics Club,Aviation Club,Electric Vehicles Club,Habitat for Humanity,AIAA,Prototyping,Python,Experimental Design,C++,Robotics,1,
491,Male,Hispanic,27,Swiss Federal Institute of Technology in Zurich,3.6,Electrical Engineering,California Institute of Technology,3.6,Aerospace Engineering,Fraternity 3,Fraternity 1,AIAA,Tau Beta Pi,Engineers without Borders,Aviation Club,Rocket Club,Microsoft Excel,Python,Prototyping,Simulation,Matlab,1,
492,Male,Asian,62,University of California San Francisco,3.4,Mechanical Engineering,,,,Fraternity 2,Fraternity 1,Aviation Club,Tau Beta Pi,Habitat for Humanity,Engineers without Borders,,Coding,Matlab,Python,Simulation,,1,
493,Male,Other,32,University of Tokyo,3.7,Aerospace Engineering,California Institute of Technology,3.6,Mathematics,Fraternity 2,Varsity Men's Track & Field,Student Government,Habitat for Humanity,IEEE,Electric Vehicles Club,Robotics Club,Robotics,Python,Matlab,Simulink,CAD,1,
494,Male,White,47,New York University,3.3,Electrical Engineering,,,,Fraternity 1,Fraternity 2,Economics Club,Hacking Club,Rocket Club,Tau Beta Pi,,Simulation,Coding,Experimental Design,Presenting,,1,
495,Male,Unspecified,62,University of Pennsylvania,3.2,Computer Engineering,,,,Varsity Football,Varsity Men's Soccer,Student Government,AIAA,Electric Vehicles Club,Engineers without Borders,,C++,Presenting,Microsoft Excel,Matlab,,1,
496,Male,Hispanic,26,Cornell University,3.3,Mathematics,,,,Fraternity 1,Varsity Football,Engineers without Borders,AIAA,ASME,Ultimate Frisbee,,C++,Math,ROS,Prototyping,,1,
497,Male,Black,56,Stanford University,3.7,Mechanical Engineering,University of Pennsylvania,3.7,Electrical Engineering,Varsity Football,Varsity Men's Soccer,AIAA,ASME,Ultimate Frisbee,IEEE,Robotics Club,Presenting,Matlab,Experimental Design,Microsoft Excel,Coding,1,
498,Male,Asian,54,Swiss Federal Institute of Technology in Zurich,3.7,Physics,Yale University,3.7,Computer Engineering,Fraternity 2,Varsity Football,Rocket Club,AIAA,Aviation Club,IEEE,Engineers without Borders,Matlab,Microsoft Excel,Simulink,LaTeX,Communication,1,
499,Male,Black,28,University of California Los Angeles,3.5,Aerospace Engineering,Kyoto University,3.6,Physics,Varsity Men's Soccer,Varsity Hockey,Rocket Club,Electric Vehicles Club,Ultimate Frisbee,Economics Club,Hacking Club,CAD,Simulation,Microsoft Excel,C++,Python,1,
500,Female,Unspecified,24,University of Pennsylvania,3.7,Mechanical Engineering,University of California Los Angeles,3.6,Mathematics,Sorority,Varsity Women's Track & Field,Economics Club,Aviation Club,ASME,Habitat for Humanity,Robotics Club,Microsoft Excel,Matlab,Experimental Design,Simulation,Communication,0,
501,Female,Asian,34,University of Pennsylvania,3.4,Electrical Engineering,,,,Varsity Women's Soccer,Varsity Field Hockey,Tau Beta Pi,IEEE,Hacking Club,Habitat for Humanity,,Math,Matlab,Simulink,Simulation,,0,
502,Female,Other,25,Princeton University,3.5,Aerospace Engineering,University of California Berkeley,3.7,Electrical Engineering,Society of Women Engineers,Varsity Women's Track & Field,Electric Vehicles Club,Habitat for Humanity,Ultimate Frisbee,Aviation Club,IEEE,Communication,Prototyping,Robotics,ROS,C++,0,
503,Female,Other,36,University of Illinois at Urbana–Champaign,2.7,Physics,,,,Varsity Field Hockey,Varsity Women's Track & Field,Robotics Club,AIAA,,,,Presenting,Coding,,,,0,
504,Female,White,32,University of Toronto,2.9,Mathematics,,,,Varsity Volleyball,Sorority,Tau Beta Pi,AIAA,IEEE,,,Experimental Design,Communication,Microsoft Word,,,0,
505,Female,Other,27,Stanford University,3.7,Physics,University of Pennsylvania,3.7,Physics,Society of Women Engineers,Varsity Women's Soccer,Ultimate Frisbee,Electric Vehicles Club,Tau Beta Pi,Robotics Club,Habitat for Humanity,Microsoft Excel,Python,Presenting,CAD,Robotics,0,
506,Female,Hispanic,22,Stanford University,3.6,Mechanical Engineering,California Institute of Technology,3.5,Mathematics,Varsity Women's Soccer,Society of Women Engineers,Electric Vehicles Club,Engineers without Borders,AIAA,IEEE,Robotics Club,Python,CAD,Simulink,Math,Microsoft Excel,0,
507,Female,Black,27,University of Wisconsin–Madison,3.4,Mechanical Engineering,,,,Varsity Women's Track & Field,Varsity Field Hockey,Habitat for Humanity,Hacking Club,Tau Beta Pi,IEEE,,Experimental Design,CAD,ROS,Math,,0,
508,Female,White,35,Duke University,3.5,Mechanical Engineering,,,,Varsity Women's Soccer,Varsity Field Hockey,Ultimate Frisbee,ASME,Robotics Club,Aviation Club,,LaTeX,Presenting,Communication,Simulink,,0,
509,Female,Hispanic,28,Massachusetts Institute of Technology,3.7,Mathematics,Massachusetts Institute of Technology,3.7,Mechanical Engineering,Varsity Women's Track & Field,Varsity Women's Soccer,Ultimate Frisbee,Robotics Club,Economics Club,AIAA,Hacking Club,Prototyping,Simulation,Presenting,Microsoft Excel,Coding,0,
510,Female,Hispanic,30,Hebrew University of Jerusalem,2.7,Aerospace Engineering,,,,Varsity Women's Track & Field,Varsity Women's Soccer,Hacking Club,Habitat for Humanity,,,,Robotics,Coding,,,,0,
511,Female,Hispanic,36,Kyoto University,3.7,Physics,University of Cambridge,3.5,Computer Engineering,Society of Women Engineers,Varsity Field Hockey,IEEE,Robotics Club,Economics Club,Rocket Club,Electric Vehicles Club,LaTeX,Microsoft Excel,Simulink,Coding,Experimental Design,0,
512,Female,Unspecified,34,University of Wisconsin–Madison,3.2,Electrical Engineering,,,,Varsity Field Hockey,Varsity Women's Track & Field,IEEE,Electric Vehicles Club,Robotics Club,Engineers without Borders,,Simulink,CAD,Prototyping,Simulation,,0,
513,Female,White,30,California Institute of Technology,3.7,Electrical Engineering,University of California Berkeley,3.5,Electrical Engineering,Varsity Women's Soccer,Society of Women Engineers,Engineers without Borders,ASME,Student Government,Habitat for Humanity,Economics Club,CAD,Experimental Design,ROS,Coding,Matlab,0,
514,Female,Black,33,University of California Los Angeles,3.5,Aerospace Engineering,,,,Varsity Field Hockey,Sorority,Economics Club,Ultimate Frisbee,AIAA,Hacking Club,,Microsoft Excel,Experimental Design,Coding,Communication,,0,
515,Female,Hispanic,39,University of Chicago,3.7,Computer Engineering,Cornell University,3.7,Mathematics,Varsity Women's Soccer,Society of Women Engineers,Hacking Club,Tau Beta Pi,Ultimate Frisbee,Aviation Club,Habitat for Humanity,Simulation,Coding,C++,LaTeX,Prototyping,0,
516,Female,Hispanic,29,Princeton University,3.5,Physics,Harvard University,3.5,Computer Engineering,Varsity Field Hockey,Sorority,ASME,Tau Beta Pi,Rocket Club,Economics Club,Habitat for Humanity,Prototyping,Microsoft Excel,Communication,LaTeX,Microsoft Word,0,
517,Female,Black,31,Swiss Federal Institute of Technology in Zurich,3.7,Mathematics,Johns Hopkins University,3.5,Electrical Engineering,Varsity Women's Track & Field,Society of Women Engineers,Electric Vehicles Club,Tau Beta Pi,ASME,AIAA,Economics Club,Simulation,Microsoft Excel,Simulink,Python,LaTeX,0,
518,Female,Asian,36,New York University,3.2,Mathematics,,,,Varsity Field Hockey,Society of Women Engineers,Habitat for Humanity,AIAA,Tau Beta Pi,Student Government,,Prototyping,Communication,Simulation,Coding,,0,
519,Female,Asian,31,Rockefeller University,3.1,Physics,,,,Sorority,Varsity Field Hockey,Tau Beta Pi,Ultimate Frisbee,IEEE,,,LaTeX,Microsoft Word,Python,,,0,
520,Female,Black,39,Columbia University,3.7,Mathematics,California Institute of Technology,3.7,Physics,Sorority,Varsity Women's Track & Field,Ultimate Frisbee,Habitat for Humanity,Engineers without Borders,Robotics Club,Student Government,Simulation,LaTeX,Microsoft Word,Math,Coding,0,
521,Female,Black,33,University of California San Diego,2.8,Mechanical Engineering,,,,Varsity Field Hockey,Sorority,IEEE,Aviation Club,,,,Prototyping,Simulink,,,,0,
522,Female,Asian,27,Swiss Federal Institute of Technology in Zurich,3.4,Mechanical Engineering,,,,Sorority,Varsity Field Hockey,AIAA,Aviation Club,Engineers without Borders,ASME,,Robotics,Math,Presenting,Communication,,0,
523,Female,Asian,26,Harvard University,3.5,Physics,Weizmann Institute of Science,3.6,Physics,Varsity Field Hockey,Varsity Volleyball,ASME,Electric Vehicles Club,Aviation Club,AIAA,Ultimate Frisbee,Matlab,Simulink,Presenting,CAD,Simulation,0,
524,Female,Hispanic,26,University of Michigan Ann Arbor,3.1,Aerospace Engineering,,,,Society of Women Engineers,Varsity Women's Soccer,Robotics Club,AIAA,Student Government,,,Robotics,ROS,Matlab,,,0,
525,Female,Unspecified,39,University of Michigan Ann Arbor,3.1,Electrical Engineering,,,,Society of Women Engineers,Varsity Women's Soccer,IEEE,Tau Beta Pi,Rocket Club,,,Python,Robotics,Communication,,,0,
526,Female,Other,36,Massachusetts Institute of Technology,3.7,Mechanical Engineering,Columbia University,3.6,Computer Engineering,Varsity Women's Soccer,Varsity Volleyball,Ultimate Frisbee,Electric Vehicles Club,Economics Club,Hacking Club,ASME,Coding,Microsoft Excel,Python,Prototyping,Matlab,0,
527,Female,Black,36,University of Texas at Austin,2.6,Mechanical Engineering,,,,Sorority,Varsity Volleyball,Rocket Club,Tau Beta Pi,,,,Presenting,Coding,,,,0,
528,Female,Unspecified,25,Hebrew University of Jerusalem,3.1,Electrical Engineering,,,,Varsity Women's Track & Field,Varsity Volleyball,Robotics Club,ASME,Rocket Club,,,Simulation,Microsoft Excel,Python,,,0,
529,Female,Hispanic,38,University of California San Diego,3.1,Physics,,,,Sorority,Varsity Women's Soccer,Aviation Club,IEEE,Ultimate Frisbee,,,LaTeX,Simulation,C++,,,0,
530,Female,Unspecified,32,Johns Hopkins University,3.2,Physics,,,,Varsity Women's Track & Field,Sorority,IEEE,Engineers without Borders,Economics Club,Rocket Club,,Math,Python,Robotics,LaTeX,,0,
531,Female,Unspecified,30,Cornell University,3.3,Aerospace Engineering,,,,Varsity Women's Soccer,Varsity Volleyball,Ultimate Frisbee,AIAA,Aviation Club,IEEE,,Microsoft Word,LaTeX,Communication,Experimental Design,,0,
532,Female,Unspecified,36,University of California Berkeley,3.6,Mathematics,University of Tokyo,3.5,Mathematics,Varsity Volleyball,Society of Women Engineers,Economics Club,Tau Beta Pi,IEEE,ASME,Aviation Club,Microsoft Word,Presenting,ROS,Coding,Math,0,
533,Female,White,38,Yale University,3.7,Electrical Engineering,California Institute of Technology,3.6,Mechanical Engineering,Varsity Women's Soccer,Varsity Volleyball,Robotics Club,Aviation Club,ASME,Ultimate Frisbee,Rocket Club,Math,Experimental Design,C++,Robotics,Microsoft Excel,0,
534,Female,Hispanic,34,Rockefeller University,3.3,Mechanical Engineering,,,,Varsity Volleyball,Varsity Field Hockey,Habitat for Humanity,IEEE,ASME,,,Python,Prototyping,Communication,,,0,
535,Female,White,30,Hebrew University of Jerusalem,3.4,Aerospace Engineering,,,,Varsity Women's Track & Field,Varsity Women's Soccer,Tau Beta Pi,Ultimate Frisbee,Rocket Club,Engineers without Borders,,Microsoft Word,Simulation,Python,CAD,,0,
536,Female,Unspecified,24,University of Wisconsin–Madison,3.1,Physics,,,,Society of Women Engineers,Sorority,Electric Vehicles Club,Habitat for Humanity,Rocket Club,,,Microsoft Word,CAD,Prototyping,,,0,
537,Female,Hispanic,37,Imperial College London,2.9,Physics,,,,Varsity Volleyball,Varsity Field Hockey,Electric Vehicles Club,Habitat for Humanity,AIAA,,,LaTeX,Experimental Design,CAD,,,0,
538,Female,White,32,University of Cambridge,3.7,Computer Engineering,Harvard University,3.6,Computer Engineering,Varsity Volleyball,Varsity Field Hockey,ASME,Ultimate Frisbee,IEEE,Tau Beta Pi,Engineers without Borders,LaTeX,Math,CAD,Simulink,Experimental Design,0,
539,Female,Other,35,University of California Los Angeles,3.2,Electrical Engineering,,,,Varsity Field Hockey,Society of Women Engineers,Engineers without Borders,Student Government,Rocket Club,ASME,,ROS,Microsoft Excel,C++,Communication,,0,
540,Female,Unspecified,28,University of California Irvine,2.8,Mathematics,,,,Varsity Field Hockey,Varsity Women's Soccer,AIAA,Aviation Club,,,,Coding,Experimental Design,,,,0,
541,Female,Unspecified,31,Weizmann Institute of Science,3.3,Physics,,,,Varsity Women's Soccer,Varsity Field Hockey,Economics Club,Hacking Club,Habitat for Humanity,Engineers without Borders,,Simulink,LaTeX,Python,Robotics,,0,
542,Female,White,32,University of Chicago,3.7,Aerospace Engineering,Kyoto University,3.5,Computer Engineering,Varsity Volleyball,Sorority,Robotics Club,IEEE,Tau Beta Pi,Economics Club,Engineers without Borders,Simulink,Microsoft Word,LaTeX,Communication,ROS,0,
543,Female,Asian,39,University of Wisconsin–Madison,3.5,Physics,,,,Varsity Field Hockey,Society of Women Engineers,Student Government,Ultimate Frisbee,IEEE,Tau Beta Pi,,Microsoft Excel,ROS,LaTeX,Presenting,,0,
544,Female,White,33,Yale University,3.6,Mechanical Engineering,University of California Los Angeles,3.5,Aerospace Engineering,Varsity Women's Track & Field,Varsity Volleyball,ASME,Aviation Club,Electric Vehicles Club,AIAA,Robotics Club,Simulation,Presenting,Prototyping,Matlab,C++,0,
545,Female,Unspecified,34,University of California San Francisco,3.3,Computer Engineering,,,,Varsity Field Hockey,Varsity Women's Soccer,Tau Beta Pi,IEEE,Electric Vehicles Club,Robotics Club,,Microsoft Excel,Coding,Simulation,Matlab,,0,
546,Female,Asian,33,Northwestern University,3.2,Physics,,,,Varsity Field Hockey,Varsity Volleyball,Hacking Club,Electric Vehicles Club,Student Government,,,C++,Math,Python,,,0,
547,Female,Other,23,Osaka University,2.6,Mechanical Engineering,,,,Varsity Women's Track & Field,Society of Women Engineers,Economics Club,Ultimate Frisbee,,,,Simulation,CAD,,,,0,
548,Female,Asian,28,Carnegie Mellon University,3,Mechanical Engineering,,,,Varsity Women's Soccer,Varsity Women's Track & Field,Ultimate Frisbee,Electric Vehicles Club,,,,Simulation,Coding,,,,0,
549,Female,Black,32,Swiss Federal Institute of Technology in Zurich,3.4,Electrical Engineering,,,,Varsity Women's Soccer,Society of Women Engineers,ASME,Hacking Club,AIAA,Robotics Club,,Python,CAD,Simulink,Communication,,0,
550,Female,Black,33,Imperial College London,3.1,Electrical Engineering,,,,Varsity Volleyball,Society of Women Engineers,Student Government,Habitat for Humanity,,,,Experimental Design,LaTeX,,,,0,
551,Female,Other,28,Rockefeller University,2.9,Electrical Engineering,,,,Varsity Volleyball,Varsity Women's Soccer,Student Government,Aviation Club,Ultimate Frisbee,,,Robotics,Simulation,Simulink,,,0,
552,Female,White,32,University of California Santa Barbara,2.7,Electrical Engineering,,,,Varsity Women's Soccer,Society of Women Engineers,Tau Beta Pi,Rocket Club,,,,Simulink,LaTeX,,,,0,
553,Female,Black,38,Kyoto University,3.3,Mechanical Engineering,,,,Varsity Women's Track & Field,Society of Women Engineers,Habitat for Humanity,Electric Vehicles Club,Robotics Club,Economics Club,,Prototyping,LaTeX,ROS,Coding,,0,
554,Female,Black,38,University of California Davis,2.7,Electrical Engineering,,,,Society of Women Engineers,Varsity Women's Soccer,Engineers without Borders,Rocket Club,,,,Math,Python,,,,0,
555,Female,Unspecified,24,University of Texas Southwestern Medical Center,3.1,Computer Engineering,,,,Society of Women Engineers,Sorority,IEEE,Habitat for Humanity,,,,CAD,Robotics,,,,0,
556,Female,Unspecified,31,University of Tokyo,3.3,Mechanical Engineering,,,,Society of Women Engineers,Varsity Volleyball,Tau Beta Pi,Economics Club,Student Government,Ultimate Frisbee,,Experimental Design,Simulink,Math,C++,,0,
557,Female,White,23,University of California Berkeley,3.5,Electrical Engineering,,,,Varsity Women's Soccer,Varsity Field Hockey,Hacking Club,Aviation Club,Student Government,Tau Beta Pi,,Microsoft Word,CAD,Prototyping,Simulation,,0,
558,Female,Black,28,University of California Los Angeles,3.4,Computer Engineering,,,,Varsity Field Hockey,Sorority,Tau Beta Pi,Economics Club,Hacking Club,Engineers without Borders,,Python,ROS,Prototyping,Matlab,,0,
559,Female,Hispanic,35,University of Illinois at Urbana–Champaign,3,Mathematics,,,,Varsity Women's Track & Field,Society of Women Engineers,Aviation Club,Robotics Club,ASME,,,Microsoft Excel,Simulation,Python,,,0,
560,Female,Asian,39,University of Michigan Ann Arbor,3.2,Physics,,,,Sorority,Varsity Volleyball,Student Government,Tau Beta Pi,Economics Club,,,ROS,C++,Robotics,,,0,
561,Female,Unspecified,34,Washington University in St. Louis,3.3,Mathematics,,,,Sorority,Society of Women Engineers,Hacking Club,IEEE,Student Government,,,Python,Coding,Matlab,,,0,
562,Female,Black,32,University of Texas Southwestern Medical Center,3,Mathematics,,,,Varsity Women's Track & Field,Varsity Volleyball,ASME,AIAA,,,,Robotics,LaTeX,,,,0,
563,Female,Asian,31,University of Pennsylvania,3.3,Electrical Engineering,,,,Varsity Women's Soccer,Varsity Women's Track & Field,Aviation Club,Economics Club,Student Government,Engineers without Borders,,Presenting,C++,Microsoft Excel,Prototyping,,0,
564,Female,Black,25,University of Pennsylvania,3.6,Mathematics,California Institute of Technology,3.5,Electrical Engineering,Sorority,Varsity Field Hockey,Economics Club,Engineers without Borders,Hacking Club,AIAA,Electric Vehicles Club,Robotics,CAD,Math,Communication,Coding,0,
565,Female,Black,39,New York University,2.9,Mathematics,,,,Varsity Women's Track & Field,Varsity Volleyball,Aviation Club,Economics Club,Student Government,,,Python,Experimental Design,Matlab,,,0,
566,Female,White,31,University of Washington - Seattle,3.1,Mechanical Engineering,,,,Varsity Volleyball,Varsity Field Hockey,Ultimate Frisbee,Robotics Club,Rocket Club,,,Matlab,Simulink,Communication,,,0,
567,Female,Black,37,Rockefeller University,2.8,Physics,,,,Varsity Women's Track & Field,Society of Women Engineers,Economics Club,Hacking Club,,,,Communication,Coding,,,,0,
568,Female,Black,32,University of Pennsylvania,3.7,Aerospace Engineering,Swiss Federal Institute of Technology in Zurich,3.6,Aerospace Engineering,Society of Women Engineers,Varsity Women's Track & Field,Habitat for Humanity,Student Government,Economics Club,IEEE,ASME,LaTeX,Matlab,Prototyping,Robotics,Microsoft Word,0,
569,Female,Hispanic,30,University of Chicago,3.4,Mathematics,,,,Varsity Field Hockey,Sorority,Rocket Club,Economics Club,Tau Beta Pi,Robotics Club,,Coding,Microsoft Excel,Simulation,Robotics,,0,
570,Female,Black,39,Johns Hopkins University,3.7,Mathematics,Weizmann Institute of Science,3.7,Electrical Engineering,Varsity Women's Soccer,Varsity Women's Track & Field,Economics Club,IEEE,Engineers without Borders,Electric Vehicles Club,Hacking Club,Math,Microsoft Word,CAD,Simulink,Presenting,0,
571,Female,Other,30,University of Texas Southwestern Medical Center,3.1,Computer Engineering,,,,Varsity Field Hockey,Sorority,AIAA,Tau Beta Pi,Robotics Club,,,Robotics,Microsoft Word,Presenting,,,0,
572,Female,Other,30,University of Michigan Ann Arbor,3,Electrical Engineering,,,,Varsity Women's Soccer,Society of Women Engineers,Habitat for Humanity,Tau Beta Pi,Robotics Club,,,LaTeX,C++,Presenting,,,0,
573,Female,White,31,University of Illinois at Urbana–Champaign,3,Aerospace Engineering,,,,Varsity Women's Soccer,Varsity Volleyball,Electric Vehicles Club,AIAA,Rocket Club,,,ROS,CAD,Math,,,0,
574,Female,Unspecified,37,University of California Los Angeles,3.2,Computer Engineering,,,,Society of Women Engineers,Varsity Volleyball,Rocket Club,Engineers without Borders,IEEE,ASME,,C++,Microsoft Word,Coding,CAD,,0,
575,Female,Other,24,Northwestern University,3.2,Computer Engineering,,,,Varsity Women's Soccer,Society of Women Engineers,AIAA,ASME,Engineers without Borders,,,Robotics,CAD,Prototyping,,,0,
576,Female,Asian,31,University of California San Diego,2.9,Mathematics,,,,Varsity Volleyball,Varsity Women's Soccer,Ultimate Frisbee,Economics Club,IEEE,,,Coding,Experimental Design,Robotics,,,0,
577,Female,Asian,22,University of North Carolina at Chapel Hill,2.9,Aerospace Engineering,,,,Sorority,Varsity Women's Soccer,Ultimate Frisbee,Aviation Club,Robotics Club,,,Microsoft Excel,Microsoft Word,Prototyping,,,0,
578,Female,Unspecified,27,University of Tokyo,3.5,Aerospace Engineering,University of Pennsylvania,3.7,Electrical Engineering,Society of Women Engineers,Sorority,Economics Club,Hacking Club,AIAA,Habitat for Humanity,Tau Beta Pi,Math,Experimental Design,Microsoft Excel,Simulation,Coding,0,
579,Female,Hispanic,39,University of California Santa Barbara,2.9,Aerospace Engineering,,,,Society of Women Engineers,Sorority,Electric Vehicles Club,Habitat for Humanity,,,,Math,Coding,,,,0,
580,Female,Black,22,University of Minnesota Twin Cities,2.8,Physics,,,,Varsity Women's Soccer,Varsity Volleyball,Rocket Club,Economics Club,,,,Simulink,LaTeX,,,,0,
581,Female,Other,37,Hebrew University of Jerusalem,3.1,Physics,,,,Varsity Women's Soccer,Varsity Volleyball,ASME,Ultimate Frisbee,Tau Beta Pi,,,Coding,ROS,Microsoft Word,,,0,
582,Female,White,28,University of Tokyo,3.5,Computer Engineering,University of Oxford,3.6,Aerospace Engineering,Varsity Women's Track & Field,Varsity Field Hockey,Tau Beta Pi,Student Government,Hacking Club,Robotics Club,IEEE,Python,ROS,Simulink,Presenting,Communication,0,
583,Female,Other,36,University of Texas Southwestern Medical Center,3.3,Computer Engineering,,,,Varsity Women's Track & Field,Sorority,ASME,Student Government,Ultimate Frisbee,Engineers without Borders,,LaTeX,Experimental Design,Python,Simulink,,0,
584,Female,White,27,Swiss Federal Institute of Technology in Zurich,3.4,Electrical Engineering,,,,Varsity Volleyball,Varsity Women's Soccer,Habitat for Humanity,AIAA,Ultimate Frisbee,Tau Beta Pi,,CAD,Presenting,Matlab,Simulink,,0,
585,Female,Other,37,University College London,3.3,Mechanical Engineering,,,,Society of Women Engineers,Varsity Volleyball,Engineers without Borders,Tau Beta Pi,Economics Club,,,Math,Simulation,Coding,,,0,
586,Female,White,23,University of Illinois at Urbana–Champaign,3,Mechanical Engineering,,,,Varsity Women's Track & Field,Varsity Women's Soccer,ASME,Robotics Club,AIAA,,,Simulation,C++,Presenting,,,0,
587,Female,Black,31,University of Paris-Sud,2.7,Aerospace Engineering,,,,Varsity Field Hockey,Society of Women Engineers,Engineers without Borders,Electric Vehicles Club,,,,CAD,Robotics,,,,0,
588,Female,Black,37,University of California San Diego,2.9,Aerospace Engineering,,,,Varsity Volleyball,Sorority,Rocket Club,Hacking Club,Economics Club,,,Coding,Python,C++,,,0,
589,Female,Black,25,University of California San Diego,2.9,Physics,,,,Society of Women Engineers,Varsity Women's Track & Field,Hacking Club,AIAA,Engineers without Borders,,,Microsoft Word,ROS,Simulink,,,0,
590,Female,Black,27,Stanford University,3.5,Electrical Engineering,Kyoto University,3.7,Aerospace Engineering,Varsity Women's Track & Field,Varsity Women's Soccer,Ultimate Frisbee,Engineers without Borders,Rocket Club,Hacking Club,Economics Club,Microsoft Excel,CAD,C++,Coding,Experimental Design,0,
591,Female,Asian,27,Northwestern University,2.6,Aerospace Engineering,,,,Varsity Women's Track & Field,Varsity Volleyball,Habitat for Humanity,Robotics Club,,,,C++,LaTeX,,,,0,
592,Female,White,35,Harvard University,3.6,Electrical Engineering,University of Oxford,3.5,Physics,Varsity Women's Soccer,Varsity Field Hockey,Engineers without Borders,IEEE,Student Government,ASME,Habitat for Humanity,Experimental Design,Simulink,LaTeX,ROS,CAD,0,
