Person Number,Sex,Race,Age,Undergraduate School Name,Undergraduate GPA,Undergraduate Major,Graduate School Name,Graduate GPA,Graduate Major,Activity1,Activity2,Activity3,Activity4,Activity5,Activity6,Activity7,Skill1,Skill2,Skill3,Skill4,Skill5,Is Employed
2558,Female,Black,39,University of Chicago,3.2,Mechanical Engineering,,,,Varsity Field Hockey,Society of Women Engineers,Student Government,Robotics Club,Tau Beta Pi,Aviation Club,,Robotics,Experimental Design,LaTeX,C++,,0,
2559,Female,Asian,30,University of Chicago,3.4,Aerospace Engineering,,,,Varsity Field Hockey,Sorority,Engineers without Borders,Student Government,IEEE,AIAA,,Microsoft Excel,Presenting,Simulink,LaTeX,,0,
2560,Female,Hispanic,34,University College London,3.3,Computer Engineering,,,,Society of Women Engineers,Sorority,IEEE,Rocket Club,Aviation Club,,,Math,Microsoft Word,LaTeX,,,0,
2561,Female,Unspecified,34,University of Utah,3,Aerospace Engineering,,,,Sorority,Varsity Women's Soccer,Rocket Club,Tau Beta Pi,Student Government,,,Experimental Design,Matlab,Prototyping,,,0,
2562,Female,Hispanic,28,Duke University,3.2,Computer Engineering,,,,Varsity Volleyball,Varsity Women's Track & Field,Habitat for Humanity,IEEE,Student Government,AIAA,,ROS,C++,Experimental Design,Prototyping,,0,
2563,Female,Unspecified,36,University of Chicago,3.5,Aerospace Engineering,University of Tokyo,3.7,Aerospace Engineering,Varsity Women's Soccer,Varsity Women's Track & Field,IEEE,ASME,AIAA,Rocket Club,Hacking Club,LaTeX,CAD,Prototyping,ROS,Simulink,0,
2564,Female,Asian,26,University of Minnesota Twin Cities,2.6,Physics,,,,Society of Women Engineers,Varsity Women's Soccer,Ultimate Frisbee,Rocket Club,,,,Coding,Simulink,,,,0,
2565,Female,Asian,27,University of Wisconsin–Madison,2.8,Physics,,,,Society of Women Engineers,Varsity Field Hockey,Economics Club,Rocket Club,,,,Communication,Robotics,,,,0,
2566,Female,Unspecified,25,University of Michigan Ann Arbor,3,Mechanical Engineering,,,,Varsity Women's Soccer,Varsity Field Hockey,Engineers without Borders,Robotics Club,Aviation Club,,,Presenting,Microsoft Word,Robotics,,,0,
2567,Female,Asian,35,University of Illinois at Urbana–Champaign,3.5,Mathematics,,,,Varsity Women's Soccer,Society of Women Engineers,Rocket Club,Tau Beta Pi,Ultimate Frisbee,Student Government,,Simulink,Coding,Microsoft Excel,CAD,,0,
2568,Female,Black,32,University College London,2.8,Physics,,,,Society of Women Engineers,Varsity Volleyball,Engineers without Borders,Electric Vehicles Club,,,,Simulink,Coding,,,,0,
2569,Female,Black,38,University of Wisconsin–Madison,3.3,Mechanical Engineering,,,,Varsity Volleyball,Varsity Field Hockey,Engineers without Borders,AIAA,Habitat for Humanity,IEEE,,Math,Communication,C++,Simulation,,0,
2570,Female,White,22,Weizmann Institute of Science,3.3,Mathematics,,,,Varsity Volleyball,Varsity Field Hockey,Aviation Club,AIAA,Student Government,Economics Club,,Microsoft Excel,CAD,Microsoft Word,Coding,,0,
2571,Female,Hispanic,36,University of Pennsylvania,3.2,Physics,,,,Society of Women Engineers,Varsity Women's Track & Field,Habitat for Humanity,Student Government,IEEE,Ultimate Frisbee,,Python,Experimental Design,Communication,Microsoft Excel,,0,
2572,Female,White,36,Johns Hopkins University,3.2,Physics,,,,Varsity Field Hockey,Society of Women Engineers,AIAA,Rocket Club,Engineers without Borders,Student Government,,ROS,Math,Simulink,Experimental Design,,0,
2573,Female,Black,27,Cornell University,3.5,Aerospace Engineering,Princeton University,3.6,Aerospace Engineering,Varsity Women's Soccer,Society of Women Engineers,Rocket Club,Engineers without Borders,IEEE,ASME,Tau Beta Pi,Presenting,Math,Robotics,Python,Simulation,0,
2574,Female,Hispanic,27,Johns Hopkins University,3.7,Aerospace Engineering,Yale University,3.6,Computer Engineering,Varsity Volleyball,Society of Women Engineers,Habitat for Humanity,ASME,Ultimate Frisbee,Tau Beta Pi,Electric Vehicles Club,Math,LaTeX,CAD,Microsoft Word,Python,0,
2575,Female,Asian,35,McGill University,2.6,Aerospace Engineering,,,,Varsity Volleyball,Varsity Women's Soccer,Habitat for Humanity,Economics Club,,,,CAD,C++,,,,0,
2576,Female,Black,22,Northwestern University,3.2,Electrical Engineering,,,,Varsity Women's Soccer,Varsity Volleyball,Ultimate Frisbee,Aviation Club,AIAA,,,Matlab,Robotics,ROS,,,0,
2577,Female,Other,23,Johns Hopkins University,3.7,Computer Engineering,Princeton University,3.5,Electrical Engineering,Varsity Women's Track & Field,Varsity Women's Soccer,Tau Beta Pi,Aviation Club,Engineers without Borders,Economics Club,Robotics Club,Coding,Robotics,Communication,Prototyping,LaTeX,0,
2578,Female,Hispanic,23,University of Cambridge,3.6,Mechanical Engineering,Weizmann Institute of Science,3.7,Physics,Varsity Volleyball,Varsity Women's Soccer,Aviation Club,Robotics Club,Electric Vehicles Club,ASME,AIAA,Communication,LaTeX,Experimental Design,Microsoft Excel,CAD,0,
2579,Female,Hispanic,39,Northwestern University,3.2,Mathematics,,,,Sorority,Varsity Women's Soccer,Engineers without Borders,Rocket Club,IEEE,,,ROS,Robotics,Presenting,,,0,
2580,Female,Hispanic,31,University of California San Francisco,2.9,Electrical Engineering,,,,Varsity Field Hockey,Varsity Women's Track & Field,Electric Vehicles Club,Rocket Club,,,,Simulation,Python,,,,0,
2581,Female,Other,30,University of California Berkeley,3.4,Computer Engineering,,,,Society of Women Engineers,Varsity Women's Soccer,AIAA,Electric Vehicles Club,Hacking Club,Ultimate Frisbee,,Communication,Simulation,C++,Prototyping,,0,
2582,Female,Asian,28,University of California San Francisco,3.2,Physics,,,,Society of Women Engineers,Sorority,Electric Vehicles Club,Ultimate Frisbee,IEEE,Habitat for Humanity,,Python,C++,Experimental Design,Simulation,,0,
2583,Female,White,32,University of Oxford,3.5,Physics,University of Tokyo,3.7,Mathematics,Society of Women Engineers,Varsity Women's Soccer,Hacking Club,Habitat for Humanity,AIAA,Student Government,Engineers without Borders,Simulink,Communication,Experimental Design,Python,CAD,0,
2584,Female,Hispanic,30,Hebrew University of Jerusalem,3.4,Physics,,,,Varsity Women's Track & Field,Society of Women Engineers,Hacking Club,Robotics Club,Rocket Club,Habitat for Humanity,,Math,Prototyping,Presenting,Simulation,,0,
2585,Female,Black,30,University of California San Diego,3.1,Aerospace Engineering,,,,Varsity Women's Soccer,Society of Women Engineers,Ultimate Frisbee,Habitat for Humanity,Tau Beta Pi,,,Prototyping,Math,Coding,,,0,
2586,Female,Asian,34,New York University,3.4,Mathematics,,,,Varsity Volleyball,Varsity Women's Soccer,Hacking Club,Habitat for Humanity,Engineers without Borders,Rocket Club,,Simulation,C++,Math,Experimental Design,,0,
2587,Female,Unspecified,36,University of Wisconsin–Madison,2.9,Aerospace Engineering,,,,Varsity Volleyball,Varsity Women's Soccer,Ultimate Frisbee,Student Government,ASME,,,Coding,Microsoft Excel,Python,,,0,
2588,Female,Unspecified,25,University of North Carolina at Chapel Hill,3.1,Physics,,,,Varsity Field Hockey,Varsity Volleyball,ASME,Electric Vehicles Club,,,,C++,Microsoft Word,,,,0,
2589,Female,White,24,Princeton University,3.5,Mechanical Engineering,California Institute of Technology,3.7,Mathematics,Sorority,Varsity Women's Soccer,Student Government,Hacking Club,Habitat for Humanity,Engineers without Borders,Rocket Club,Matlab,Prototyping,Math,Communication,CAD,0,
2590,Female,Hispanic,27,Yale University,3.7,Mechanical Engineering,Stanford University,3.5,Computer Engineering,Varsity Field Hockey,Varsity Women's Track & Field,Student Government,Aviation Club,Hacking Club,Rocket Club,IEEE,LaTeX,Presenting,Microsoft Word,Communication,Microsoft Excel,0,
2591,Female,White,32,University of California San Diego,3,Mechanical Engineering,,,,Society of Women Engineers,Varsity Field Hockey,Electric Vehicles Club,Aviation Club,Economics Club,,,Simulation,ROS,LaTeX,,,0,
2592,Female,Unspecified,30,University of California Berkeley,3.5,Mechanical Engineering,,,,Society of Women Engineers,Sorority,ASME,Tau Beta Pi,Ultimate Frisbee,Habitat for Humanity,,ROS,Microsoft Excel,Communication,Prototyping,,0,
2593,Female,Asian,36,New York University,3.4,Mathematics,,,,Varsity Women's Soccer,Varsity Volleyball,Robotics Club,Student Government,Tau Beta Pi,Economics Club,,Microsoft Word,Communication,CAD,Python,,0,
2594,Female,Black,30,University of California Davis,2.7,Aerospace Engineering,,,,Society of Women Engineers,Varsity Field Hockey,IEEE,Economics Club,,,,Robotics,Experimental Design,,,,0,
2595,Female,Unspecified,26,Johns Hopkins University,3.3,Electrical Engineering,,,,Sorority,Varsity Women's Soccer,Economics Club,ASME,Tau Beta Pi,Rocket Club,,C++,Presenting,Robotics,Coding,,0,
2596,Female,Black,30,University of North Carolina at Chapel Hill,2.9,Mechanical Engineering,,,,Varsity Volleyball,Sorority,Robotics Club,Rocket Club,Hacking Club,,,Prototyping,LaTeX,Microsoft Word,,,0,
2597,Female,Asian,25,University of California San Diego,3,Computer Engineering,,,,Society of Women Engineers,Varsity Women's Track & Field,Tau Beta Pi,Ultimate Frisbee,Economics Club,,,Math,Communication,Microsoft Excel,,,0,
2598,Female,Other,35,University of Cambridge,3.5,Aerospace Engineering,University of Pennsylvania,3.7,Physics,Varsity Volleyball,Sorority,Tau Beta Pi,Robotics Club,Student Government,Ultimate Frisbee,Habitat for Humanity,Matlab,Prototyping,Coding,Communication,Robotics,0,
2599,Female,Hispanic,28,Cornell University,3.6,Physics,Cornell University,3.6,Physics,Society of Women Engineers,Sorority,ASME,Student Government,AIAA,Ultimate Frisbee,Rocket Club,Microsoft Word,Experimental Design,Math,Simulink,C++,0,
2600,Female,White,32,Osaka University,3,Aerospace Engineering,,,,Varsity Women's Soccer,Varsity Volleyball,Engineers without Borders,Habitat for Humanity,Ultimate Frisbee,,,Math,Robotics,Microsoft Excel,,,0,
2601,Female,Unspecified,30,University of California San Diego,3.1,Physics,,,,Sorority,Varsity Women's Track & Field,Aviation Club,Robotics Club,Economics Club,,,C++,CAD,Math,,,0,
2602,Female,Hispanic,30,University of Illinois at Urbana–Champaign,3,Mechanical Engineering,,,,Varsity Field Hockey,Varsity Women's Track & Field,Student Government,Tau Beta Pi,Economics Club,,,LaTeX,Prototyping,CAD,,,0,
2603,Female,Hispanic,24,Johns Hopkins University,3.3,Electrical Engineering,,,,Society of Women Engineers,Varsity Women's Soccer,Ultimate Frisbee,Student Government,Engineers without Borders,Rocket Club,,Microsoft Word,C++,Robotics,ROS,,0,
2604,Female,Asian,32,University of Oxford,3.5,Mathematics,University of Oxford,3.7,Computer Engineering,Varsity Women's Soccer,Varsity Women's Track & Field,Aviation Club,IEEE,Tau Beta Pi,Habitat for Humanity,Economics Club,Simulink,Communication,Matlab,Presenting,Microsoft Excel,0,
2605,Female,Asian,39,Washington University in St. Louis,3.3,Physics,,,,Sorority,Society of Women Engineers,Robotics Club,Hacking Club,ASME,,,ROS,Simulink,LaTeX,,,0,
2606,Female,Hispanic,30,University of North Carolina at Chapel Hill,2.6,Electrical Engineering,,,,Varsity Volleyball,Varsity Field Hockey,Student Government,Hacking Club,,,,Presenting,CAD,,,,0,
2607,Female,White,37,University of Wisconsin–Madison,3.5,Computer Engineering,,,,Society of Women Engineers,Varsity Women's Soccer,Hacking Club,Aviation Club,Student Government,Engineers without Borders,,Presenting,Microsoft Excel,Simulation,Prototyping,,0,
2608,Female,White,39,Imperial College London,2.7,Mathematics,,,,Varsity Volleyball,Society of Women Engineers,Student Government,Rocket Club,,,,Microsoft Excel,Presenting,,,,0,
2609,Female,Black,35,University of Illinois at Urbana–Champaign,3.1,Computer Engineering,,,,Society of Women Engineers,Varsity Women's Soccer,Habitat for Humanity,AIAA,ASME,,,Communication,C++,Microsoft Word,,,0,
2610,Female,Hispanic,22,Washington University in St. Louis,3.2,Physics,,,,Society of Women Engineers,Varsity Women's Soccer,AIAA,Ultimate Frisbee,Electric Vehicles Club,,,ROS,Experimental Design,Prototyping,,,0,
2611,Female,Unspecified,28,University of Illinois at Urbana–Champaign,2.9,Mathematics,,,,Varsity Field Hockey,Varsity Women's Soccer,Economics Club,Habitat for Humanity,Hacking Club,,,CAD,C++,Microsoft Excel,,,0,
2612,Female,Hispanic,28,University of Pennsylvania,3.2,Mechanical Engineering,,,,Varsity Women's Track & Field,Varsity Field Hockey,Tau Beta Pi,Aviation Club,ASME,Student Government,,Presenting,Communication,C++,Simulation,,0,
2613,Female,Asian,23,Cornell University,3.5,Physics,University of Tokyo,3.6,Computer Engineering,Society of Women Engineers,Varsity Field Hockey,ASME,Tau Beta Pi,Aviation Club,Habitat for Humanity,Hacking Club,Prototyping,Simulation,Presenting,CAD,Microsoft Word,0,
2614,Female,Other,31,Imperial College London,3.3,Computer Engineering,,,,Society of Women Engineers,Varsity Women's Soccer,Tau Beta Pi,IEEE,ASME,Ultimate Frisbee,,Microsoft Excel,Python,LaTeX,Robotics,,0,
2615,Female,Asian,26,New York University,3.3,Computer Engineering,,,,Varsity Women's Soccer,Varsity Volleyball,ASME,Robotics Club,Rocket Club,Tau Beta Pi,,Microsoft Excel,Python,Simulink,Coding,,0,
2616,Female,Unspecified,22,Kyoto University,3.4,Mathematics,,,,Varsity Volleyball,Varsity Women's Track & Field,ASME,Aviation Club,AIAA,Tau Beta Pi,,Microsoft Excel,Coding,Python,Experimental Design,,0,
2617,Female,Unspecified,26,University of Wisconsin–Madison,2.8,Mechanical Engineering,,,,Varsity Women's Soccer,Varsity Field Hockey,Hacking Club,Ultimate Frisbee,,,,CAD,Experimental Design,,,,0,
2618,Female,Black,39,University of Minnesota Twin Cities,2.6,Mathematics,,,,Varsity Women's Track & Field,Society of Women Engineers,Habitat for Humanity,Engineers without Borders,,,,ROS,Matlab,,,,0,
2619,Female,Asian,36,Rockefeller University,3.5,Aerospace Engineering,,,,Varsity Volleyball,Varsity Women's Soccer,ASME,Robotics Club,Rocket Club,Economics Club,,Communication,Presenting,Microsoft Excel,CAD,,0,
2620,Female,Hispanic,28,University of Colorado Boulder,2.9,Electrical Engineering,,,,Varsity Volleyball,Society of Women Engineers,Aviation Club,Rocket Club,,,,Math,Microsoft Excel,,,,0,
2621,Female,White,23,Duke University,3.1,Mechanical Engineering,,,,Varsity Volleyball,Varsity Women's Soccer,Engineers without Borders,AIAA,,,,Robotics,Presenting,,,,0,
2622,Female,White,22,Osaka University,2.6,Electrical Engineering,,,,Varsity Women's Soccer,Varsity Women's Track & Field,Student Government,Ultimate Frisbee,,,,Experimental Design,Math,,,,0,
2623,Female,Black,36,University of Paris-Sud,2.9,Electrical Engineering,,,,Society of Women Engineers,Varsity Field Hockey,Habitat for Humanity,Electric Vehicles Club,,,,Microsoft Excel,Matlab,,,,0,
2624,Female,Hispanic,26,University of Tokyo,3.2,Mechanical Engineering,,,,Varsity Volleyball,Varsity Women's Track & Field,IEEE,Tau Beta Pi,Habitat for Humanity,Robotics Club,,Robotics,Microsoft Word,Prototyping,Simulink,,0,
2625,Female,Unspecified,32,University of Tokyo,3.5,Computer Engineering,Stanford University,3.7,Aerospace Engineering,Varsity Women's Track & Field,Varsity Volleyball,AIAA,Electric Vehicles Club,ASME,Rocket Club,Economics Club,Math,LaTeX,Simulink,Prototyping,ROS,0,
2626,Female,Asian,31,Kyoto University,3.2,Mathematics,,,,Varsity Field Hockey,Varsity Volleyball,IEEE,ASME,Electric Vehicles Club,Ultimate Frisbee,,Communication,LaTeX,Presenting,Math,,0,
2627,Female,Other,29,University of California Berkeley,3.5,Mathematics,Swiss Federal Institute of Technology in Zurich,3.6,Electrical Engineering,Varsity Women's Track & Field,Varsity Women's Soccer,Hacking Club,Aviation Club,Student Government,AIAA,Rocket Club,Presenting,Python,ROS,Simulation,C++,0,
2628,Female,White,31,University College London,3.2,Aerospace Engineering,,,,Society of Women Engineers,Varsity Field Hockey,Electric Vehicles Club,Engineers without Borders,Hacking Club,,,Simulation,Matlab,Microsoft Word,,,0,
2629,Female,White,36,Duke University,3.3,Aerospace Engineering,,,,Varsity Women's Soccer,Varsity Field Hockey,AIAA,Robotics Club,Rocket Club,Aviation Club,,Simulation,Communication,Robotics,ROS,,0,
2630,Female,Hispanic,39,University of Illinois at Urbana–Champaign,2.7,Mechanical Engineering,,,,Varsity Volleyball,Sorority,ASME,Ultimate Frisbee,,,,ROS,Python,,,,0,
2631,Female,Asian,37,University of Texas Southwestern Medical Center,2.8,Mechanical Engineering,,,,Varsity Field Hockey,Varsity Women's Soccer,AIAA,Ultimate Frisbee,,,,ROS,LaTeX,,,,0,
2632,Female,Other,24,University of Southern California,2.7,Aerospace Engineering,,,,Varsity Women's Track & Field,Varsity Volleyball,Ultimate Frisbee,ASME,,,,ROS,Matlab,,,,0,
2633,Female,Unspecified,26,University of Tokyo,3.7,Electrical Engineering,Yale University,3.6,Electrical Engineering,Society of Women Engineers,Varsity Women's Soccer,Ultimate Frisbee,Electric Vehicles Club,Tau Beta Pi,Robotics Club,Student Government,Simulink,Math,Prototyping,Python,Simulation,0,
2634,Female,Hispanic,22,University of Paris-Sud,2.7,Physics,,,,Varsity Women's Track & Field,Sorority,AIAA,Rocket Club,,,,Simulink,C++,,,,0,
2635,Female,Asian,36,University of Wisconsin–Madison,3,Mathematics,,,,Varsity Volleyball,Varsity Women's Soccer,IEEE,Tau Beta Pi,,,,Robotics,CAD,,,,0,
2636,Female,Hispanic,24,Washington University in St. Louis,3.1,Mathematics,,,,Sorority,Varsity Field Hockey,AIAA,Electric Vehicles Club,IEEE,,,Presenting,Experimental Design,Prototyping,,,0,
2637,Female,Black,36,Weizmann Institute of Science,3.4,Aerospace Engineering,,,,Society of Women Engineers,Varsity Volleyball,Electric Vehicles Club,Rocket Club,ASME,Ultimate Frisbee,,Presenting,CAD,Microsoft Excel,Robotics,,0,
2638,Female,White,35,Northwestern University,3.3,Physics,,,,Varsity Women's Soccer,Varsity Field Hockey,Aviation Club,Habitat for Humanity,Robotics Club,,,Simulation,CAD,Presenting,,,0,
2639,Female,Unspecified,32,Massachusetts Institute of Technology,3.6,Aerospace Engineering,Johns Hopkins University,3.5,Physics,Varsity Women's Track & Field,Society of Women Engineers,Ultimate Frisbee,Electric Vehicles Club,AIAA,Hacking Club,Rocket Club,LaTeX,CAD,Experimental Design,Microsoft Excel,ROS,0,
2640,Female,Unspecified,32,Cornell University,3.2,Physics,,,,Varsity Volleyball,Varsity Women's Soccer,Economics Club,Hacking Club,AIAA,Student Government,,ROS,Simulink,Microsoft Excel,C++,,0,
2641,Female,Black,34,University of California Los Angeles,3.7,Physics,Massachusetts Institute of Technology,3.6,Computer Engineering,Varsity Women's Track & Field,Varsity Volleyball,Economics Club,Robotics Club,Ultimate Frisbee,Tau Beta Pi,Habitat for Humanity,Coding,CAD,Simulation,Microsoft Excel,Simulink,0,
2642,Female,Black,32,University of Utah,2.9,Electrical Engineering,,,,Society of Women Engineers,Varsity Women's Soccer,IEEE,Ultimate Frisbee,,,,Microsoft Excel,Coding,,,,0,
2643,Female,Asian,28,University of Illinois at Urbana–Champaign,3.2,Computer Engineering,,,,Varsity Women's Soccer,Society of Women Engineers,IEEE,Tau Beta Pi,Electric Vehicles Club,,,Matlab,Coding,C++,,,0,
2644,Female,Black,26,Massachusetts Institute of Technology,3.6,Physics,Weizmann Institute of Science,3.7,Mathematics,Varsity Field Hockey,Varsity Women's Track & Field,IEEE,Economics Club,Rocket Club,Robotics Club,Electric Vehicles Club,Microsoft Word,LaTeX,Communication,Presenting,Prototyping,0,
2645,Female,Asian,33,Stanford University,3.6,Computer Engineering,Kyoto University,3.6,Aerospace Engineering,Varsity Field Hockey,Varsity Volleyball,Tau Beta Pi,AIAA,Hacking Club,Aviation Club,Ultimate Frisbee,LaTeX,Experimental Design,Robotics,Matlab,Microsoft Word,0,
2646,Female,White,38,University of California San Diego,3.2,Mechanical Engineering,,,,Varsity Women's Track & Field,Sorority,Electric Vehicles Club,Tau Beta Pi,IEEE,,,Simulation,Coding,Experimental Design,,,0,
2647,Female,White,28,Rockefeller University,3,Physics,,,,Varsity Women's Track & Field,Varsity Field Hockey,Aviation Club,Hacking Club,,,,Presenting,Matlab,,,,0,
2648,Female,Other,23,Imperial College London,3.1,Electrical Engineering,,,,Varsity Women's Soccer,Sorority,Habitat for Humanity,Electric Vehicles Club,Ultimate Frisbee,,,ROS,Python,Math,,,0,
2649,Female,Black,37,Princeton University,3.6,Electrical Engineering,University of Tokyo,3.5,Physics,Varsity Women's Soccer,Varsity Women's Track & Field,IEEE,AIAA,ASME,Tau Beta Pi,Electric Vehicles Club,CAD,ROS,Microsoft Excel,C++,Presenting,0,
2650,Female,Other,35,University College London,3,Mechanical Engineering,,,,Society of Women Engineers,Varsity Field Hockey,Engineers without Borders,IEEE,Habitat for Humanity,,,ROS,Math,C++,,,0,
2651,Female,Unspecified,35,Northwestern University,3,Computer Engineering,,,,Varsity Women's Track & Field,Sorority,ASME,AIAA,Student Government,,,Prototyping,Python,Math,,,0,
2652,Female,White,36,University of Pennsylvania,3.5,Aerospace Engineering,University of Pennsylvania,3.5,Mathematics,Sorority,Varsity Women's Soccer,Rocket Club,AIAA,Engineers without Borders,Habitat for Humanity,Ultimate Frisbee,Robotics,C++,Presenting,Communication,Coding,0,
2653,Female,Unspecified,30,Swiss Federal Institute of Technology in Zurich,3.5,Computer Engineering,Massachusetts Institute of Technology,3.5,Mechanical Engineering,Varsity Field Hockey,Society of Women Engineers,Tau Beta Pi,AIAA,Aviation Club,Electric Vehicles Club,Engineers without Borders,Simulation,Coding,Python,Communication,Simulink,0,
2654,Female,Unspecified,37,University of California Los Angeles,3.7,Computer Engineering,Yale University,3.7,Mathematics,Varsity Women's Track & Field,Varsity Volleyball,Hacking Club,Rocket Club,Student Government,Robotics Club,Habitat for Humanity,Robotics,Prototyping,Microsoft Excel,Presenting,Coding,0,
2655,Female,Black,39,University of California Los Angeles,3.5,Physics,,,,Sorority,Varsity Volleyball,Robotics Club,Electric Vehicles Club,Aviation Club,Student Government,,Matlab,Math,Prototyping,Microsoft Word,,0,
2656,Female,Hispanic,26,University of Chicago,3.6,Mechanical Engineering,California Institute of Technology,3.6,Computer Engineering,Varsity Women's Track & Field,Varsity Volleyball,Student Government,Engineers without Borders,Robotics Club,Aviation Club,Ultimate Frisbee,Simulink,Microsoft Word,Simulation,Robotics,ROS,0,
2657,Female,White,36,University of California Santa Barbara,2.6,Computer Engineering,,,,Varsity Volleyball,Varsity Women's Track & Field,Hacking Club,Electric Vehicles Club,,,,Presenting,Prototyping,,,,0,
2658,Female,Unspecified,29,University of Wisconsin–Madison,3.2,Physics,,,,Varsity Field Hockey,Varsity Women's Soccer,ASME,Engineers without Borders,IEEE,Tau Beta Pi,,Simulation,Python,Simulink,LaTeX,,0,
2659,Female,Hispanic,34,University of Tokyo,3.4,Physics,,,,Sorority,Varsity Women's Soccer,Student Government,Tau Beta Pi,Economics Club,Rocket Club,,ROS,Matlab,CAD,Simulink,,0,
2660,Female,Black,22,University of California San Diego,2.6,Aerospace Engineering,,,,Society of Women Engineers,Varsity Field Hockey,Student Government,ASME,,,,Python,ROS,,,,0,
2661,Female,White,23,Hebrew University of Jerusalem,3.3,Aerospace Engineering,,,,Varsity Volleyball,Sorority,Robotics Club,AIAA,IEEE,,,Matlab,Math,Experimental Design,,,0,
2662,Female,Other,38,Columbia University,3.5,Electrical Engineering,Johns Hopkins University,3.7,Aerospace Engineering,Sorority,Varsity Field Hockey,AIAA,Hacking Club,IEEE,Ultimate Frisbee,Robotics Club,Math,Microsoft Word,ROS,Communication,Simulation,0,
2663,Female,Black,36,California Institute of Technology,3.5,Computer Engineering,University of Tokyo,3.6,Electrical Engineering,Sorority,Varsity Women's Track & Field,Ultimate Frisbee,Student Government,IEEE,Electric Vehicles Club,Habitat for Humanity,Prototyping,Simulink,Math,CAD,Presenting,0,
2664,Female,Asian,37,University of Chicago,3.2,Aerospace Engineering,,,,Varsity Volleyball,Sorority,Rocket Club,Ultimate Frisbee,Robotics Club,Engineers without Borders,,Prototyping,C++,LaTeX,Simulation,,0,
2665,Female,Other,28,Duke University,3.3,Computer Engineering,,,,Varsity Field Hockey,Varsity Volleyball,Robotics Club,Engineers without Borders,IEEE,,,Microsoft Word,Experimental Design,Prototyping,,,0,
2666,Female,Asian,23,University of Minnesota Twin Cities,3.1,Aerospace Engineering,,,,Varsity Women's Track & Field,Varsity Field Hockey,AIAA,Robotics Club,,,,ROS,Simulation,,,,0,
2667,Female,Other,33,University of Southern California,3.1,Mathematics,,,,Varsity Women's Track & Field,Varsity Volleyball,Rocket Club,Ultimate Frisbee,,,,Communication,Robotics,,,,0,
2668,Female,Black,35,Johns Hopkins University,3.5,Computer Engineering,University of Tokyo,3.5,Mathematics,Varsity Women's Track & Field,Sorority,Aviation Club,Rocket Club,Hacking Club,Habitat for Humanity,Student Government,Robotics,ROS,LaTeX,Experimental Design,Presenting,0,
2669,Female,Other,23,University of Toronto,2.8,Mechanical Engineering,,,,Sorority,Varsity Volleyball,Engineers without Borders,Student Government,,,,Prototyping,Communication,,,,0,
2670,Female,Unspecified,37,Osaka University,2.8,Physics,,,,Society of Women Engineers,Varsity Women's Soccer,Hacking Club,Rocket Club,,,,LaTeX,Communication,,,,0,
2671,Female,Unspecified,31,University of Utah,3.1,Mechanical Engineering,,,,Society of Women Engineers,Varsity Women's Soccer,Aviation Club,IEEE,Tau Beta Pi,,,Simulation,Python,ROS,,,0,
2672,Female,Black,27,University of California Los Angeles,3.6,Aerospace Engineering,University of California Los Angeles,3.7,Physics,Varsity Women's Soccer,Varsity Women's Track & Field,Rocket Club,Hacking Club,Habitat for Humanity,Ultimate Frisbee,Aviation Club,Simulink,Microsoft Excel,Presenting,Microsoft Word,Simulation,0,
2673,Female,Unspecified,27,University of Pennsylvania,3.4,Aerospace Engineering,,,,Varsity Volleyball,Varsity Women's Soccer,Habitat for Humanity,IEEE,Engineers without Borders,Robotics Club,,Communication,LaTeX,CAD,Presenting,,0,
2674,Female,Black,22,University of Chicago,3.7,Computer Engineering,California Institute of Technology,3.5,Physics,Varsity Women's Soccer,Varsity Volleyball,Tau Beta Pi,AIAA,Engineers without Borders,Hacking Club,Rocket Club,C++,Experimental Design,Prototyping,Communication,Microsoft Excel,0,
2675,Female,White,39,New York University,3.3,Physics,,,,Sorority,Varsity Women's Track & Field,Tau Beta Pi,Rocket Club,Electric Vehicles Club,Ultimate Frisbee,,Python,Microsoft Excel,CAD,Math,,0,
2676,Female,Unspecified,22,Cornell University,3.7,Mechanical Engineering,Yale University,3.7,Mechanical Engineering,Varsity Women's Track & Field,Varsity Volleyball,Ultimate Frisbee,Hacking Club,ASME,Engineers without Borders,Aviation Club,Robotics,Simulink,C++,Math,Python,0,
2677,Female,Other,32,University of Pennsylvania,3.7,Physics,Cornell University,3.7,Computer Engineering,Society of Women Engineers,Varsity Women's Soccer,Student Government,Hacking Club,AIAA,Aviation Club,ASME,Prototyping,Coding,Microsoft Excel,CAD,Presenting,0,
2678,Female,Unspecified,28,Princeton University,3.7,Computer Engineering,University of Oxford,3.5,Aerospace Engineering,Sorority,Varsity Women's Track & Field,Economics Club,Robotics Club,Rocket Club,Habitat for Humanity,Hacking Club,Math,LaTeX,Communication,Simulation,ROS,0,
2679,Female,Unspecified,38,University of Toronto,2.9,Mathematics,,,,Varsity Volleyball,Varsity Women's Soccer,Aviation Club,Student Government,Economics Club,,,Python,Robotics,Math,,,0,
2680,Female,Other,38,Yale University,3.7,Electrical Engineering,University of California Los Angeles,3.7,Mathematics,Society of Women Engineers,Varsity Women's Soccer,Hacking Club,Electric Vehicles Club,ASME,IEEE,AIAA,Microsoft Excel,Math,Simulink,Simulation,Communication,0,
